Simulation_1;Simulation_2;Simulation_3;Simulation_4;Simulation_5;Simulation_6;Simulation_7;Simulation_8;Simulation_9;Simulation_10;Simulation_11;Simulation_12;Simulation_13;Simulation_14;Simulation_15;Simulation_16;Simulation_17;Simulation_18;Simulation_19;Simulation_20;Simulation_21;Simulation_22;Simulation_23;Simulation_24;Simulation_25;Simulation_26;Simulation_27;Simulation_28;Simulation_29;Simulation_30;Simulation_31;Simulation_32;Simulation_33;Simulation_34;Simulation_35;Simulation_36;Simulation_37;Simulation_38;Simulation_39;Simulation_40;Simulation_41;Simulation_42;Simulation_43;Simulation_44;Simulation_45;Simulation_46;Simulation_47;Simulation_48;Simulation_49;Simulation_50;Simulation_51;Simulation_52;Simulation_53;Simulation_54;Simulation_55;Simulation_56;Simulation_57;Simulation_58;Simulation_59;Simulation_60;Simulation_61;Simulation_62;Simulation_63;Simulation_64;Simulation_65;Simulation_66;Simulation_67;Simulation_68;Simulation_69;Simulation_70;Simulation_71;Simulation_72;Simulation_73;Simulation_74;Simulation_75;Simulation_76;Simulation_77;Simulation_78;Simulation_79;Simulation_80;Simulation_81;Simulation_82;Simulation_83;Simulation_84;Simulation_85;Simulation_86;Simulation_87;Simulation_88;Simulation_89;Simulation_90;Simulation_91;Simulation_92;Simulation_93;Simulation_94;Simulation_95;Simulation_96;Simulation_97;Simulation_98;Simulation_99;Simulation_100
0,39034674;0,374618018;0,377163562;0,363523314;0,36800156;0,357698518;0,356903191;0,386759237;0,366876088;0,399604936;0,381686813;0,353902759;0,383775231;0,365327782;0,359983939;0,364977031;0,389712142;0,365733814;0,369316709;0,345662878;0,365721419;0,37372557;0,369908598;0,370279819;0,362630237;0,362426397;0,37014693;0,380801374;0,371197416;0,377262725;0,357488163;0,394057581;0,390950721;0,35823145;0,389298067;0,377946973;0,364160184;0,356212702;0,371185984;0,370700346;0,364696655;0,375770572;0,380769151;0,381378052;0,356549767;0,371865249;0,366088495;0,375206849;0,369456329;0,364920311;0,378412291;0,360684721;0,361121939;0,361891883;0,365459207;0,36460573;0,383666858;0,370174364;0,357273595;0,390580498;0,392012527;0,374542943;0,386963146;0,367917546;0,386879703;0,367465043;0,384228551;0,396752644;0,371945213;0,388689956;0,352212993;0,367715621;0,360250685;0,367154779;0,360463956;0,377341246;0,35843839;0,392691091;0,336366227;0,378497884;0,376105727;0,377973025;0,34997466;0,379445443;0,37126072;0,384444967;0,371656778;0,374309857;0,359850197;0,369460974;0,35644099;0,3755415;0,40160048;0,379640291;0,395037744;0,35973248;0,371696104;0,36877559;0,368280059;0,383732636
0,33304349;0,304061411;0,322841036;0,293849085;0,303863036;0,318594547;0,298023416;0,35033378;0,300168447;0,342409838;0,312394132;0,33402141;0,327700462;0,301825576;0,323964741;0,300204884;0,324773428;0,311801707;0,315843513;0,296296172;0,312647816;0,330655281;0,338373323;0,321894945;0,292457023;0,326097304;0,347611072;0,331040506;0,318101527;0,323109474;0,3491384;0,301099025;0,318351983;0,310304407;0,335189919;0,316880701;0,311625547;0,305036052;0,330549319;0,325627346;0,309089454;0,323017852;0,314216571;0,331197667;0,351593661;0,309227081;0,329490756;0,32110601;0,343972987;0,311100834;0,309014447;0,320474415;0,327851065;0,31595033;0,331575192;0,310500366;0,319823482;0,335018568;0,325671596;0,328078859;0,326022977;0,311200508;0,309789276;0,321067192;0,318565008;0,339369899;0,334245441;0,317813196;0,291971712;0,302799484;0,324570266;0,331429755;0,308793238;0,310547874;0,323562146;0,33647259;0,320826703;0,321645546;0,321269198;0,323876407;0,31975345;0,328223414;0,308405645;0,3205204;0,315542944;0,306032599;0,301122409;0,304703494;0,334806553;0,321497748;0,306445323;0,315767033;0,329634966;0,321397321;0,327298648;0,330981329;0,322586;0,302431606;0,32185067;0,32739247
0,254213296;0,230819782;0,236561375;0,223712862;0,246919646;0,234648097;0,24841694;0,241530373;0,25257856;0,241969874;0,251789076;0,250577658;0,241353387;0,2271339;0,260815117;0,265188799;0,261074195;0,253570883;0,260608861;0,244291405;0,233283919;0,256540254;0,23415987;0,268768661;0,254796308;0,236637273;0,24881207;0,23534393;0,252605408;0,245324615;0,253995014;0,241168556;0,234657334;0,2488534;0,237406057;0,262076402;0,28636922;0,227027051;0,228048604;0,271076116;0,244928055;0,237384967;0,227990063;0,226935035;0,272927667;0,226739976;0,252732627;0,256872167;0,238100293;0,231893324;0,243600084;0,265020205;0,244410539;0,248723313;0,238835847;0,236223134;0,275984012;0,235360126;0,260736147;0,23296278;0,271894174;0,2459448;0,256227227;0,256887076;0,27834762;0,268908793;0,257958185;0,229965184;0,252823137;0,254162653;0,258661499;0,251097935;0,244583937;0,235406901;0,248174346;0,264172501;0,276947637;0,266916572;0,249465649;0,249174743;0,238046605;0,242310385;0,252949413;0,260933081;0,252982528;0,248950431;0,266762899;0,22889818;0,266068653;0,244554088;0,260723169;0,256259311;0,233928642;0,248410628;0,281655819;0,235834343;0,23676377;0,247548488;0,25051707;0,250681007
0,147557101;0,158799722;0,148957141;0,149796865;0,161323831;0,134757783;0,164369716;0,158063479;0,157388888;0,165601207;0,14295224;0,163110222;0,175444806;0,164143719;0,179686054;0,156313475;0,154017884;0,166240232;0,158347093;0,148684699;0,154232634;0,145683425;0,165232296;0,139686907;0,138810853;0,159188815;0,157165368;0,158747655;0,155191713;0,154017215;0,174919003;0,153192695;0,171522564;0,168803706;0,157732899;0,147665945;0,165987027;0,128204453;0,145883785;0,172714072;0,145655695;0,159221206;0,179073822;0,169756154;0,172111874;0,160055465;0,172442448;0,136442783;0,140889342;0,172961528;0,13523808;0,150689448;0,156096206;0,16745759;0,177133999;0,157332107;0,144444448;0,139656641;0,17387203;0,158850446;0,165607289;0,162610952;0,151291264;0,170193794;0,152785389;0,152414367;0,164687673;0,150793838;0,130299722;0,144384886;0,152511058;0,168039366;0,157222782;0,167199875;0,178296309;0,160511689;0,163660273;0,136841951;0,169062874;0,149307458;0,17449259;0,157344766;0,161183971;0,153674644;0,139346682;0,149238293;0,165282963;0,167603387;0,16431665;0,160724594;0,180799178;0,172243099;0,165571656;0,179878498;0,127944027;0,159070586;0,156102162;0,151843915;0,172059638;0,148725975
0,085430715;0,071930818;0,069669455;0,078466688;0,064241501;0,066316453;0,060770618;0,060261933;0,065767219;0,06531868;0,06188833;0,076353909;0,062422578;0,058209787;0,062640791;0,085667557;0,077607252;0,056058159;0,064317871;0,063994648;0,090392236;0,078556776;0,085993416;0,063302582;0,084890522;0,070521714;0,090515867;0,066985169;0,065955575;0,080131437;0,051356622;0,053597068;0,061606284;0,082656893;0,069152738;0,063997839;0,08206899;0,087533885;0,050286941;0,062909528;0,074303997;0,067213553;0,089570038;0,09200295;0,086192908;0,061479739;0,081606757;0,080253583;0,064775575;0,066200881;0,053739498;0,056322927;0,066043818;0,076720338;0,058559594;0,065711253;0,050331124;0,066881168;0,068120542;0,065870848;0,049352324;0,074392583;0,077693754;0,068611985;0,058980581;0,059538209;0,081922581;0,078152831;0,057109407;0,057731105;0,081003248;0,045769169;0,053846923;0,065906214;0,076957097;0,066396645;0,076172095;0,075089359;0,058112094;0,080583729;0,06067585;0,031852489;0,074930097;0,069700369;0,054904928;0,08220036;0,076250592;0,05971337;0,066331005;0,073283076;0,056327583;0,079093426;0,101575165;0,067917482;0,079268237;0,073185919;0,091481796;0,070438507;0,071089857;0,062515604
-0,011715747;0,023196841;0,014382366;0,004636149;-0,002619723;0,014317355;-0,012303917;0,023821139;0,011019484;0,008053449;0,011880694;-0,002207019;0,012242694;0,003114683;0,023895747;0,007195268;0,018458543;0,008222483;-0,00347035;0,005645568;0,015538743;0,010363769;-0,001282615;0,017116555;0,008876511;0,011159308;0,034738883;0,056681688;-0,001624521;0,01561843;0,031244592;0,012315387;0,002256138;0,011864606;0,013389805;-0,006700939;-0,003589427;-0,014341032;0,004173282;0,025237406;-0,002683892;0,022408612;0,044690411;0,010749111;0,012620028;0,015250178;0,034581737;0,001935056;0,00829398;0,031590398;-0,002780192;0,003732919;0,003786143;0,006889135;-0,008927734;0,010286456;0,011844953;0,011066537;-0,001229896;0,020994996;0,027890424;0,003681616;-0,001719493;0,032441086;-0,000928418;0,02199563;0,001012231;0,009215127;0,002654475;0,01761181;0,022004554;0,008912572;0,026836662;-0,006834105;0,021287995;0,008376807;0,02316358;0,00470563;-0,002068549;0,00535194;0,008943996;-0,000492464;0,014601931;-3,68674E-05;0,010427426;0,019921747;0,018184556;0,01037295;0,026449294;0,023314295;-0,007373691;0,001738321;0,024526188;0,027942873;0,00244927;0,025960226;0,024604948;0,010777033;0,014661003;0,013296665
0,003340296;0,023188027;0,010306153;-0,004787351;0,002765075;0,003065515;0,000961996;0,006301169;0,012550495;0,006416081;-0,013684403;0,006342183;0,032413273;-0,018979343;0,011879269;0,00550908;0,044423801;-0,00222227;0,021804177;-0,003413251;0,026440779;-0,000290923;0,028706141;0,007026985;-0,010042165;-0,019968438;-0,010599522;-0,00230298;0,02391225;0,024627909;-0,014121748;-0,009266181;-0,005286594;-0,000978151;-0,002793982;-0,003285665;0,009660672;0,015865072;-0,017941281;0,002195636;0,001473589;-0,006252665;0,025180149;-0,008839418;-0,015571053;0,001076139;0,027887392;0,027947106;0,003212657;0,020980266;-0,001767893;0,001692911;-0,0088467;0,029258862;0,024399623;0,010664056;0,006376094;-0,000770592;0,005869944;0,020122023;-0,009811182;0,00923267;0,008227702;0,006637759;0,03963876;0,031162903;0,013451893;-0,003710159;0,002034324;-0,015675931;0,006329361;0,006328393;-3,43991E-05;0,007976773;-0,02528714;0,012300113;0,005840085;0,011019714;0,029664114;-0,012829289;0,009576834;0,010422837;0,009738803;-0,000513612;0,00107707;-0,00709946;0,027726619;0,022853731;0,017907089;0,025233305;0,0008127;0,001460705;0,022845884;0,006908811;0,008395661;-0,016445114;0,004592942;0,002449391;0,010348183;-0,016772518
-0,016019703;-0,010541958;0,005919727;-0,009495114;0,014492459;0,004426236;-0,003078585;0,009938312;-0,003502653;0,005990096;-0,01722565;0,008162883;0,004389433;-0,010787576;-0,02291067;0,013925672;0,008179607;0,021989745;0,013690356;-0,001378239;0,002940067;-0,006482929;0,011886687;-0,007459751;0,004488323;0,014977487;0,023719879;-0,011236353;0,001749487;-0,009256267;0,00608425;0,001421775;0,016190346;0,003379452;-0,014272781;0,00860798;0,015560711;-0,000359168;0,014316557;0,011102235;0,022943164;0,00350153;0,022227246;0,003303797;0,008308905;0,007224259;0,007696035;-0,012478006;0,019522773;-0,008568224;-0,008460684;0,000378684;-0,004632029;-0,009106705;-0,007113188;0,015435564;0,018688905;0,004450289;-0,027007812;-0,003468362;-0,007730061;-0,001536602;0,010823682;-0,017510761;0,007104702;-0,003632337;0,014431268;0,020467415;0,018408261;-0,00919759;0,010679574;0,003643784;0,003372349;0,007637848;0,012156334;-0,005739771;0,006582301;0,005468551;0,039303345;0,00621445;0,011431314;-0,002377835;0,003215638;0,007579508;0,009166697;0,021591145;0,008779657;-0,014725263;0,01664896;0,020941475;0,00307407;0,008565135;-0,002148324;0,003484694;0,006835282;0,00468564;-0,007622385;0,015996572;0,017187651;0,000403814
-0,02537958;0,001590712;0,005404031;0,002578498;0,000443129;0,008151899;-0,005049678;0,010114676;0,002214428;0,013001963;-0,002366102;-0,008423403;0,000100517;0,00344316;-0,003451604;-0,001673055;-0,032880239;0,019400966;-0,010939349;0,008026754;-0,016090056;0,024673298;0,010147745;-0,002989515;-0,005994643;-0,017071018;-0,010521975;-0,023659696;-0,008520378;-0,002799615;-0,002926878;0,013307517;0,008119412;0,004791504;0,00565035;-0,002547167;0,004009395;-0,0151961;-0,022180671;0,017072974;-0,00611018;0,019101724;0,023420255;-0,012250941;0,003922112;0,010534619;0,00891577;-0,009264116;-0,006707226;-0,010337793;-0,00324108;0,015981735;-0,005793403;-0,003545775;0,017151626;0,003847658;-0,013959783;-0,001195607;-0,005649341;-0,002952815;0,034567645;-0,002275603;-0,005338525;0,0154231;0,001638098;-0,00457472;-0,033707041;-0,01635536;0,007703972;0,005462877;0,009467674;-0,007362542;0,010023147;0,016606463;0,000821787;-7,67573E-05;0,006737519;0,021548778;-0,008668198;0,011320487;0,00164058;0,005252312;0,008079842;0,001171915;-0,017484822;0,004842129;-0,021162525;-0,010817641;-0,008705115;-0,008193675;-0,012535131;-0,003650462;0,028941889;0,015554035;-0,004475421;-0,009990094;0,007081776;0,000974067;0,025425037;0,022019823
0,004451014;-0,0108994;-0,016277208;-0,030810626;-0,022118172;0,00241214;0,009811568;-0,019267066;-0,031998415;-0,027533519;-0,000874057;0,011831667;-0,007374591;-0,002370736;-0,007892835;-0,006971583;-0,019952334;0,019330107;-0,00576148;-0,013674429;0,010592162;-0,012551807;-0,010274409;-0,006814274;0,013256506;0,016171911;0,011175044;0,012350754;0,023195474;-0,017148548;-0,012396883;0,004656619;0,0034064;0,0029873;-0,013335616;0,016079391;-0,021805041;-0,021537521;-0,01748564;-0,010009111;-0,052559864;-0,007001557;-0,015358931;0,011402905;-0,01924003;0,002783718;-0,001070689;-0,003184847;-0,040955521;-0,011343441;0,003505847;0,0090152;-0,023741128;-0,005986252;0,003503744;-0,010185971;0,012812964;0,017180498;-0,004294608;-0,004601278;-0,004288338;-0,009004307;0,013985719;0,004275973;-0,018121972;-0,001190085;0,001557602;0,007161671;-0,021390171;0,00664195;-0,000974378;-0,00789799;-0,007010656;-0,0190969;0,004709161;0,014020317;-0,011637953;-0,00989568;0,002587463;0,01176011;0,003989335;-0,008032102;-0,0173753;0,015206814;-0,006594311;-0,000157749;0,007215132;0,018483728;-0,006165824;-0,009293947;-0,017238549;-0,008934194;-0,005165843;-0,008931467;-0,014144929;0,007610301;-0,016812928;-0,004240994;-0,019717887;0,041082231
-0,017151034;0,002533832;0,002990603;0,026255374;-0,003372273;0,012359278;0,009738462;-0,029842007;0,014989806;0,000733139;-0,013756764;0,003660383;-0,01568507;0,013253444;-0,00920627;-0,015113529;0,012468405;0,009802416;-0,006833958;-0,030192096;0,000806254;0,008133515;-0,009539557;0,006831431;-0,003278221;-0,000413619;-0,006142179;0,004659674;-0,002327537;-0,016236396;-0,010611834;0,01209999;0,00323839;-0,001405749;0,008322383;-0,01319463;-0,005645334;-0,006216656;0,010796055;-0,014844738;-0,006027633;-0,017267492;-0,010248269;-0,019897245;-0,022847934;-0,033965726;-0,019261271;0,019812502;-0,01398378;-0,009454036;0,000701817;0,010676033;0,010586691;-0,008329818;-0,021147924;-0,010235735;0,015344802;-0,014577229;-0,016279015;0,004415304;-0,003594254;-0,005224863;-0,002763564;0,00307922;0,013223614;0,001811978;-0,006204005;-0,010317119;-0,006465952;0,007224031;0,010933098;-0,009703368;-0,014511013;-0,000488223;-0,00455802;0,002626802;-0,000711845;-0,00217648;0,019736428;0,000474617;-0,007187635;-0,024244173;0,006222925;-0,009123254;-0,013664858;-0,016753277;0,003238926;0,001428561;0,029014073;-0,014243506;0,013747385;0,001345699;0,007394524;-0,006918635;-0,007268334;-0,005366372;0,002440667;-0,020641999;0,005250178;0,002728087
-0,029185578;0,005209611;0,001407431;0,01474742;-0,018429973;-0,005250566;-0,005234385;0,00631985;-0,008126158;0,011826282;-0,016966264;-0,00643265;-0,021282938;-0,0022392;-0,006902259;0,007793535;-0,02004983;-0,005905432;-0,007665721;-0,01742135;-0,014864059;-0,025234052;-0,017272437;-0,014058123;-0,029810379;-0,011052875;-0,021340826;-0,005525203;0,008166112;-0,005376644;-0,023582944;-0,012033493;-0,02358347;-0,020954739;-0,011454617;-0,018323922;-0,01332904;-0,023553551;-0,011664097;0,020591383;0,000733956;0,01882763;-0,000263099;-0,026984459;0,003618713;-0,002909356;-0,012555666;-0,029577581;0,007757906;-0,000532104;-0,002574755;-0,014034272;0,00028056;-0,003512225;-0,003411705;-0,009250067;0,007505971;-0,016301457;-0,016845944;-0,027124295;-0,007066006;-0,005100065;0,00934665;-0,020521696;-0,032721631;0,018462624;0,003172532;-0,013736173;0,022225779;-0,007452862;-0,005983215;-0,011417514;-0,007185068;-0,003594305;0,004589634;-0,009581432;0,02016006;-0,025321267;-0,021852549;-0,001332712;0,00132495;0,004046251;-0,044552422;0,017063506;-0,005480253;0,002571577;0,004492505;-0,023633857;0,028250806;-0,015795236;-0,0074375;-0,025709645;0,017337372;-0,009843616;-0,000508049;-0,006062106;0,018518929;0,007436075;0,003440489;0,01759376
0,010609479;0,006269067;0,021803854;-0,019287441;0,008368074;0,006535884;0,005364981;0,007398153;-0,008503739;-0,003536228;0,005470826;-0,002464048;0,00651106;-0,011489721;-0,012927697;-0,000786786;-0,002605267;-0,0113447;-0,017704081;-0,009599876;0,004285307;-0,034649178;-0,011667591;-0,013869068;-0,000396557;-0,018531316;0,017695814;-0,002916052;-0,016383386;0,019820759;-0,008257757;-0,004668853;-0,033141972;-0,000901821;-0,017351233;-0,02210092;-0,004279888;-0,014365825;-0,014192726;-0,005413738;-0,003237508;0,010695783;-0,01112042;0,00524992;-0,021245601;-0,005699386;0,020838005;0,008552239;-0,010514845;0,003735944;-0,004986438;-0,00297479;0,000116905;0,002100559;0,013737649;0,00345171;-0,01248634;-0,021026897;-0,008971738;0,001258541;-0,003695061;-0,000620924;-0,001513518;-0,021861144;0,009201914;0,023948198;0,002867974;0,00792855;-0,012195018;0,009470859;-0,016975761;-0,008777018;0,006625551;0,00871967;-0,000953775;0,015322726;0,012809408;-0,010626234;0,001416355;-0,003615986;-0,000905165;-0,008203445;0,001380864;-0,002056117;-0,005012628;0,007732798;0,007899374;-0,007904813;0,007167378;-0,010126671;-0,012800409;-0,01347029;0,039320058;0,001074734;-0,01140616;0,008356449;0,006494171;-0,008216115;-0,016266957;-0,000360342
0,006624524;-0,013343029;-0,011319114;0,008394404;-0,007872933;-0,002056917;-0,029098497;-0,003962683;0,001542741;0,001772175;-0,021971972;-0,006372784;-0,004538981;-0,013392498;-0,006333544;0,019264314;0,007748442;-0,004657219;0,005957634;-0,001297216;0,005959332;0,000970036;0,016721392;0,004156907;0,009957389;-0,019561166;-0,022536277;0,002621725;0,003861022;0,002215464;-0,003494337;0,001681018;-0,006697602;-0,000800569;0,012105678;0,010337768;-0,008725552;-0,010072404;-0,013228022;-0,035613784;-0,007466169;-0,017388716;-0,04294548;0,001824804;-0,034526068;-0,01550987;-0,039323537;0,010859559;-0,014959075;0,005105719;-0,009842175;-0,00982619;-0,001662237;0,00127347;-0,002466382;0,000831454;0,008410436;-0,011675824;0,011105331;-0,014691062;-0,003755166;-0,004841138;-0,027366761;0,00813376;-0,009345542;0,00140357;-0,004704088;0,011271455;-0,018198361;0,009660102;-0,017352494;0,007407022;0,014120802;-0,015496158;-0,030855134;-0,015193839;0,014917788;0,004149148;0,009326053;-0,000809972;-0,007617145;-0,011393783;0,004419786;0,000783427;-0,005498914;-0,000760667;0,005597926;-0,027715933;0,017383398;-0,012106279;0,004598932;-0,000597564;0,006367778;-0,016059779;-0,019891688;-0,001406058;-0,01239684;-0,016209525;0,00133827;0,010228531
-0,009557412;-0,015679304;-0,000751019;0,007413678;-0,006868005;-0,005051114;0,002597905;0,012064695;0,008970345;-0,01679378;-0,001479146;0,003942178;-0,003023119;-0,008718277;-0,022954781;0,020102317;-0,013156009;0,003079969;-0,001168782;0,007670174;-0,011180088;-0,009625714;-0,007962127;0,007045465;0,020106632;-0,013966395;-0,00772272;0,014640767;0,000282142;-0,006856733;-0,007324999;-0,003322711;0,014063016;-0,000145035;-0,009102338;0,005176024;-0,01117385;-0,014149546;-0,006906783;-0,002615809;-0,014761617;-0,014196598;-0,00867402;0,019110281;0,0027092;-0,015520689;0,010415532;-0,000469313;-0,006779729;0,015463865;0,003255782;-0,010978227;-0,005490476;-0,020537879;-0,01986268;-0,009721525;-0,023593285;-0,0168218;-0,007002249;-0,000585636;0,000608384;0,012553438;0,020933514;0,006351939;0,022815636;-0,014082622;-0,002316232;0,002956261;0,02364655;0,003805314;0,012890927;0,000599664;-0,017975932;0,011467527;0,005661871;-0,007307006;-0,023415288;0,008570211;-0,026284853;-0,015902806;-0,008018806;-0,026021823;0,022306052;-0,008051753;0,005359253;-0,007995473;0,006927253;0,009469799;-0,003454754;0,008268442;-0,008035679;-0,041662529;0,013412156;0,001409846;0,004572044;-0,020005598;0,00466239;-0,032651033;0,023865493;-0,023019811
0,020836018;0,019586668;-0,007048625;0,00460788;0,002451535;-0,001190963;-0,001427092;0,007961556;0,000497994;-0,015573912;0,022295131;0,004032471;-0,025238704;-0,00756409;0,010474937;-0,020112067;-0,005476126;0,005879468;0,003957434;-0,001494273;-0,012377732;0,015756807;0,014064083;0,013233499;-0,025726292;0,000104778;0,00441764;0,004088395;0,009798987;0,007238165;-0,000295167;0,002050563;-0,009110281;-0,014078347;0,017668733;-0,008673929;0,014000429;0,005464061;0,006348382;0,012300897;0,001252719;-0,015660147;-0,001321017;0,014593624;-0,020376248;-0,003819705;-0,021765762;-0,017109295;-0,0167511;-0,033166923;-0,009154157;-0,00841567;-0,017370383;-0,007449575;-0,01448814;-0,009468327;-0,016642672;-0,023276554;0,010679486;0,000656029;-0,006130855;-0,001748905;0,01561381;-0,017734689;-0,012470777;0,000918941;8,39633E-05;0,003981945;-0,029794725;-0,011305378;0,000700566;0,012380068;-0,016410088;-0,000593126;0,01704329;0,004704815;-0,033940566;-0,012606813;-0,001169691;0,004465318;0,003480352;-0,009099059;0,000868172;-0,023929227;-0,003744589;0,004291173;-0,001352854;0,020825339;-0,014214862;-0,007889337;-0,009689553;0,008976986;-0,010576491;-0,007138294;0,001210153;0,007018223;-0,004429779;0,003642023;-0,0082616;-0,009364171
-0,002676105;0,016944386;-0,011892182;-0,002374082;0,004825351;0,011354382;0,00171303;-0,001817248;0,001091548;-0,008540422;-0,005935121;0,012398695;-0,014289235;-0,010497953;0,022651708;0,007426056;-0,01070009;-0,028388449;0,008440733;-0,00373751;-0,016592738;0,004352319;-0,007167888;-0,026321321;0,012930978;0,006216275;0,025796596;-0,005075563;0,011015517;-0,003960031;0,006124234;-0,005152578;0,007603228;0,002122333;-0,005230617;-0,000821046;-0,005375714;-0,02710324;-0,006786834;-0,02676401;0,013440395;-0,026246767;-0,010251648;0,003631633;-0,0095756;-0,021444977;-0,004942492;-0,016657811;0,022722104;-4,77755E-05;0,001173391;-0,000753731;-0,009430984;-0,01959526;-0,00948686;-0,018932551;0,009701835;-0,008762907;-0,005043296;-0,004247246;0,005129454;-0,00262207;-0,002973199;0,008388756;0,009619611;0,005445896;-0,004844614;0,004957639;-0,002891665;-0,003428449;0,02136938;0,00517884;0,026895645;-0,004433722;-0,012386745;-0,029288442;0,010892573;-0,000639688;0,013339071;-0,007819264;-0,017027259;-0,012822264;-0,012670508;-0,019080017;0,002204375;-0,020050547;-0,008252734;0,008158655;-0,0053444;-0,030936472;-0,017473108;-0,006124148;0,008316627;-0,007239226;0,000651757;-0,012415574;0,009179399;-0,0061802;-0,024820271;-0,016530658
-0,003444011;0,02491311;-0,006213601;-0,002713102;-0,019500199;-0,001568593;-0,011172933;0,007213078;-0,009119378;-0,000557265;0,009128147;0,000725059;0,000477098;0,019540873;0,000339283;0,020422537;0,010262764;-0,007463976;0,007886831;0,004049495;-0,004752761;-0,011283359;-0,031247781;-0,011174617;-0,012132925;0,010474982;-0,030046305;-0,003671297;-0,005757675;0,019431225;-0,007498702;-0,00124702;-0,005706021;0,004011416;-0,006050422;0,015978249;-0,006980639;-0,012941578;0,007545691;-0,008339665;-0,007510164;0,020746799;0,011881577;0,002756027;0,003575215;0,001695524;-0,003089421;-0,047494318;0,031390891;-0,011697132;-0,002278068;0,001986733;-0,001285756;0,007407367;-0,001749471;-0,020605141;-0,021309564;-0,009618764;-0,008231398;0,009370097;0,017796905;-0,023567364;7,75255E-05;0,001228098;-0,001371045;-0,006909217;-0,014401856;-0,007743009;0,001254238;-0,004506738;0,000766782;-0,007407288;-0,010382857;-0,010822336;-0,003787473;-0,012109427;-0,007527845;-0,015595352;0,015921653;0,007778691;0,005905068;-0,007261375;-0,027615677;-0,017991206;0,002485259;0,015090708;-0,004713594;-0,006741677;-0,016092831;0,010725721;-0,010212062;0,004831482;0,001945818;-0,005333332;-0,027311766;-0,017274433;0,017474535;-0,000605524;-0,007950045;0,010239564
0,006967436;-0,010751827;0,020506915;-0,009708173;0,010924242;0,009851057;-0,014377635;0,033739894;-0,028003426;0,007144929;-0,033225847;0,006437625;-0,006275017;-0,000362452;-0,007218681;0,006952086;0,020274272;0,024520239;-0,016176204;-0,002490414;-0,0089095;0,00335962;-0,001593478;0,016959715;-0,013984719;-0,00803651;0,030300642;0,020099293;0,011375117;-0,002683832;0,003716074;0,010409353;-0,015127422;-0,042357171;-0,003296532;0,012460014;-0,010703645;0,019725458;0,015890294;0,004515914;0,023215518;-0,010395111;-0,005871788;-0,007338775;-0,01751376;-0,007355645;-0,017255556;0,012833076;0,002947707;-0,002821677;0,01535399;0,006977264;-0,004710163;-0,00893892;0,019606292;0,018032778;0,019033379;-0,008816473;0,002611906;0,004674678;0,002341793;-0,003781409;0,002698885;0,002958413;-0,023870427;-0,009644327;0,002967697;-0,010151291;0,017101642;0,001881517;0,003562844;-0,000538728;-0,002536822;0,02384807;0,001303602;0,012578405;0,000643639;-0,011428672;-0,005175865;0,003386499;0,008818851;-0,004746357;0,020128992;-0,01505279;0,008843679;0,00221737;-0,004168952;0,018383421;-0,002155402;-0,001093601;0,001623931;-0,016756722;0,008602123;0,010742048;0,012708469;-0,000107891;-0,018086478;-0,008082271;-0,016110715;0,011897015
-0,003330621;0,01150927;-0,033293646;0,003757698;0,010561037;0,017352173;-0,01850666;-0,003584517;0,01857607;-0,02221846;0,011771648;-0,00325072;0,004858619;0,005055918;-0,022862731;-0,013285804;-0,010564813;0,001959695;0,017044074;-0,006232223;-0,003909891;0,004355394;-0,021119797;-0,010339745;0,00415168;-0,027395377;0,016691668;-0,007631458;0,001522922;-0,001355126;-0,000532724;-0,012591013;0,005078862;0,020343175;0,000391826;-0,011804412;-0,003330578;0,011175876;-0,001204739;-0,018086489;0,019608861;-0,019202383;-0,007437445;0,019700607;-0,010087582;-0,014043665;-0,016953036;5,63527E-05;-0,00170816;0,029567786;0,019114861;-0,013257048;-0,003048013;-0,018614434;-0,012417019;0,007494047;1,21454E-05;0,011183342;0,008276662;0,021026121;0,023860356;-0,007701006;0,02102425;-0,00649759;0,018268232;0,004857117;0,006235853;-0,008256374;-0,009785816;-0,017501607;0,010299753;-0,028721898;-0,000667681;0,002838471;0,005993048;0,004817246;-0,01017707;-0,022050178;0,02640225;0,003983743;-0,014712125;-0,016015944;0,006445742;0,025099613;-0,019286084;0,022431817;0,017707303;-0,001383219;0,023668774;-0,017238016;0,034975034;-0,019089543;0,002107582;-0,007922594;-0,013970507;0,018996852;0,010326791;-0,009554575;-0,015514103;0,02421825
