Simulation_1;Simulation_2;Simulation_3;Simulation_4;Simulation_5;Simulation_6;Simulation_7;Simulation_8;Simulation_9;Simulation_10;Simulation_11;Simulation_12;Simulation_13;Simulation_14;Simulation_15;Simulation_16;Simulation_17;Simulation_18;Simulation_19;Simulation_20;Simulation_21;Simulation_22;Simulation_23;Simulation_24;Simulation_25;Simulation_26;Simulation_27;Simulation_28;Simulation_29;Simulation_30;Simulation_31;Simulation_32;Simulation_33;Simulation_34;Simulation_35;Simulation_36;Simulation_37;Simulation_38;Simulation_39;Simulation_40;Simulation_41;Simulation_42;Simulation_43;Simulation_44;Simulation_45;Simulation_46;Simulation_47;Simulation_48;Simulation_49;Simulation_50;Simulation_51;Simulation_52;Simulation_53;Simulation_54;Simulation_55;Simulation_56;Simulation_57;Simulation_58;Simulation_59;Simulation_60;Simulation_61;Simulation_62;Simulation_63;Simulation_64;Simulation_65;Simulation_66;Simulation_67;Simulation_68;Simulation_69;Simulation_70;Simulation_71;Simulation_72;Simulation_73;Simulation_74;Simulation_75;Simulation_76;Simulation_77;Simulation_78;Simulation_79;Simulation_80;Simulation_81;Simulation_82;Simulation_83;Simulation_84;Simulation_85;Simulation_86;Simulation_87;Simulation_88;Simulation_89;Simulation_90;Simulation_91;Simulation_92;Simulation_93;Simulation_94;Simulation_95;Simulation_96;Simulation_97;Simulation_98;Simulation_99;Simulation_100
0,550715037;0,364755161;0,527304761;0,594726638;0,443006517;0,644266516;0,569491749;0,58783373;0,643500857;0,769160324;0,621839322;0,661907081;0,532199491;0,668230171;0,557742643;0,537759864;0,39807881;0,467104205;0,479396589;0,647140043;0,531995618;0,740004404;0,511450336;0,386614101;0,732020402;0,481362866;0,399419106;0,468512079;0,627927934;0,646767727;0,606237335;0,539266884;0,727128106;0,753091218;0,54012711;0,499605571;0,625354961;0,549053142;0,580930216;0,553289728;0,594557198;0,72873489;0,487156625;0,827745564;0,796854446;0,527977063;0,724724534;0,738332995;0,736076659;0,596594845;0,626635195;0,623839622;0,563764824;0,735337789;0,710013104;0,773898041;0,741841071;0,653298821;0,600113083;0,556934605;0,58400501;0,60005756;0,651278552;0,383913234;0,775813379;0,453047936;0,725009824;0,77819385;0,463339551;0,675348842;0,447432168;0,424050327;0,543392979;0,595789825;0,645968571;0,672674108;0,313485135;0,650377975;0,483912469;0,696477155;0,66152883;0,54535299;0,337123006;0,608788433;0,475136373;0,399295622;0,443768799;0,638980737;0,579785346;0,537635545;0,596466557;0,628668243;0,540232213;0,371274464;0,624236648;0,449552513;0,576444207;0,467490688;0,685423617;0,549012959
0,674285352;0,648778017;0,526932232;0,780600881;0,677008116;0,713719936;0,80730276;0,830102891;0,81498369;0,56329453;0,65614327;0,650323388;0,563012445;0,622484949;0,52873989;0,605628589;0,47366384;0,521273766;0,781810992;0,62586618;0,84498261;0,740428668;0,581876053;0,618938589;0,55298488;0,523240558;0,461208617;0,548467295;0,684978369;0,755660096;0,749224828;0,62259884;0,749481031;0,405475652;0,506882062;0,838318698;0,551093657;0,712604074;0,835386334;0,558918772;0,83979991;0,732894884;0,580768517;0,581201234;0,620598073;0,577281048;0,608649355;0,766812569;0,705577471;0,662928234;0,571428659;0,552833457;0,731809461;0,604975328;0,645088738;0,740839051;0,65532136;0,688534663;0,515182327;0,764048082;0,687075767;0,742553005;0,591325542;0,615935755;0,696418985;0,537487925;0,571966897;0,504004947;0,719576904;0,751784389;0,583239861;0,738770314;0,569387144;0,66527835;0,728999999;0,643405726;0,608155302;0,621467441;0,766371716;0,460344515;0,598807611;0,90108323;0,685775373;0,816691644;0,686766142;0,796030807;0,677233511;0,682121342;0,643872422;0,741920411;0,792935583;0,790000689;0,60407393;0,739360336;0,607109965;0,605605844;0,488207347;0,666734623;0,604769444;0,66681384
0,828840413;0,596343209;0,722369375;0,657364026;0,747155571;0,68969151;0,737745179;0,668538575;0,581276671;0,843870843;0,873923773;0,689281604;0,742475775;0,725755737;0,58991953;0,647284119;0,747242474;0,723752769;0,618648394;0,571988874;0,506809983;0,672042832;0,644208541;0,623359537;0,482562986;0,601227636;0,758424099;0,615810092;0,807730201;0,677794648;0,69574573;0,639161992;0,532995859;0,693074073;0,746005094;0,628947118;0,686275351;0,655759806;0,621102503;0,636505999;0,65660987;0,734502097;0,82311488;0,680026038;0,471168401;0,690300309;0,752804939;0,658184726;0,672247724;0,571424711;0,89482698;0,727687518;0,707440832;0,860169817;0,658478397;0,63327699;0,734964843;0,824321237;0,590425006;0,675577588;0,804939718;0,541424655;0,772124786;0,860731724;0,693995843;0,632142916;0,716431196;0,526098721;0,791627295;0,809389167;0,691160903;0,753004386;0,699713463;0,72569236;0,773359686;0,789303781;0,507700722;0,738003955;0,866103927;0,508308997;0,788993288;0,589618058;0,726467979;0,672899801;0,561915024;0,694798572;0,647029741;0,411780671;0,632251174;0,570467153;0,600413785;0,780897863;0,733748287;0,776836168;0,744531716;0,718672744;0,633764845;0,805439682;0,70696554;0,664360674
0,688114172;0,591432106;0,535995725;0,755461454;0,545427689;0,824555405;0,929003717;0,757957853;0,694408342;0,612619364;0,706400734;0,896728108;0,533208167;0,804043241;0,741336889;0,761758004;0,89468821;0,652558598;0,763700941;0,584709875;0,552536772;0,824592538;0,556065777;0,595320086;0,66811129;0,835381634;0,790711401;0,69765726;0,77545697;0,825745023;0,673545631;0,725376771;0,518052675;0,607569269;0,837826249;0,606448417;0,776438076;0,729613188;0,795275087;0,731236866;0,811337495;0,479057412;0,69203006;0,578179197;0,713799258;0,734979258;0,807527915;0,910657356;0,660183226;0,915414905;0,646304215;0,699295868;0,693261046;0,741328316;0,708991705;0,581859117;0,764907185;0,606997579;0,647872121;0,793597383;0,804715403;0,750116788;0,682981632;0,692884611;0,877046993;0,866114637;0,764164409;0,822185947;0,641184679;0,679304431;0,683565624;0,68875263;0,755864199;0,816892674;0,703403346;0,668637017;0,715194968;0,598237905;0,580412879;0,697730658;0,897560658;0,859637547;0,748393699;0,735388925;0,773582828;0,791767014;0,572403366;0,660211626;0,774953027;0,826094554;0,598615487;0,822553972;0,792972913;0,843735824;0,855133332;0,78829761;0,604185194;0,912345571;0,6372116;0,782425489
0,780971029;0,660013913;0,637357334;0,908807773;0,858148077;0,714782698;0,724470907;0,891553049;0,684798875;0,902408707;0,61410315;0,801420529;0,619350436;0,901410542;0,864208708;0,650728617;0,881763536;0,601044337;0,974338767;0,796104499;0,660858938;0,762069052;0,750236291;0,580188506;0,734235115;0,72126165;0,811823098;0,973290534;0,666041936;0,698282485;0,608431902;0,635818848;0,768889119;0,70226001;0,88957267;0,974441771;0,622199054;0,886797971;0,874235832;0,730775711;0,647428159;0,763049902;0,773353044;0,709713562;0,756824194;0,673431694;0,83502199;0,648058443;0,805480935;0,724977085;0,774562404;0,791300265;0,656912398;0,936139275;0,896850331;0,827228198;0,822938006;0,728029702;0,882418226;0,709323477;0,897905321;0,842026013;0,82363934;0,832235653;0,653949284;0,874487604;0,614366389;1,170150758;0,648597834;0,840579328;0,569223356;0,842150536;0,809650291;0,709738365;0,848713359;0,738829941;0,735058655;0,745799586;0,778664399;0,658011413;0,554946061;0,79151315;0,600002527;0,671245851;0,64960387;0,717138403;0,784338777;0,819242707;0,679236968;0,741962659;0,711967044;0,704721489;0,768307425;0,833179291;0,758773444;0,863931497;0,975281426;0,746272161;0,533730614;0,797749905
0,74809033;0,911361429;0,947073208;0,733725021;0,767858004;0,917241464;0,854827553;0,974911797;0,881824244;0,924854184;1,025912568;0,942895506;1,014639259;0,740055591;0,800859905;0,954174791;0,819056149;0,821057029;0,728142008;0,876688253;0,82215687;0,710491577;0,925623658;0,759514219;0,927839175;0,764385345;0,861951627;0,860794631;0,764505297;0,927929307;0,911606388;0,788395255;0,755657216;0,932306939;0,824319834;0,675412315;0,951753179;0,792305096;0,759612968;0,757797988;0,748339469;0,778537843;0,908913848;0,891231631;0,89222773;0,938743879;0,80953842;0,909947464;0,961329807;0,881935311;1,010022564;0,654255825;0,730224049;0,808352874;0,796579012;0,850673985;0,739543577;0,970140762;0,92569422;0,917325942;1,074757849;0,789257994;0,826445212;0,785418048;0,861192664;0,712259829;0,922140473;0,77465622;0,937131036;0,910017381;0,908106729;0,868038968;0,719218445;1,060615091;0,794213625;0,723294334;0,927324983;0,969156537;0,762730179;0,946163994;0,803151591;0,983320929;0,76400164;0,702342025;0,880770144;0,962990842;0,742126995;0,871033983;0,756400714;0,84557035;0,947185756;0,881563861;0,994041428;0,675927853;0,686036128;0,63047229;1,046049663;0,737210514;0,88731091;1,080346255
0,936633131;0,896172174;0,833482204;0,789691206;0,82620575;0,937087829;0,805257384;0,839146758;0,876332849;0,855015609;0,930699991;0,940944632;0,988382411;1,160832715;0,957572713;0,919139756;0,872652235;1,020222833;0,998993541;0,805265775;1,119110325;0,90049823;0,789182025;0,885862931;0,98261719;0,880392687;0,884896423;1,049496096;1,005492041;0,934210457;0,847260616;0,931500468;0,848638518;1,147793468;0,900766803;0,665677411;0,910346803;0,788253713;0,964295383;0,947149651;0,900370166;1,094513925;0,815235759;0,968844687;0,715244397;0,839009897;0,950640013;0,878317058;0,837570286;0,848838302;0,810051435;0,711643248;1,003430761;0,898213444;0,815559683;0,81910307;0,83310659;1,050140604;0,78313626;1,066328653;0,801723704;0,895049561;0,851930976;0,843483816;0,786289483;0,844358011;0,957559292;0,891097827;0,883541658;0,90500595;0,983706704;0,785808677;0,979612137;0,91210379;1,055819215;0,874273848;0,814335639;0,92955045;0,89386214;1,115616773;1,158805329;0,953171328;0,840856864;0,936997622;0,730522343;0,914596281;0,792552619;0,914315421;1,04610845;0,725060859;0,899223671;0,962686025;0,851800977;0,876623821;0,954110087;0,841042872;0,697471109;0,764542392;0,825784011;0,840085342
0,80471551;0,89870392;0,746098221;0,893991632;0,797145509;0,858738318;0,839424958;0,796945238;0,878259326;0,829737651;0,789184914;0,775975452;0,851129727;0,897321973;0,920571506;0,953609673;0,780328559;0,789047924;1,071140173;0,838115676;1,01492009;0,916190778;0,771450027;1,13903531;0,890380352;0,843562528;0,755557487;0,934374192;0,876106744;0,751189351;0,835451111;0,981875542;0,711004789;0,815896415;0,745516059;0,960054207;0,920138029;1,015068761;0,985075053;0,828038368;0,959711813;0,783488949;0,794347334;0,779922941;0,818940388;0,907574208;0,876965779;1,080374487;0,714866446;0,888546424;0,789585025;0,796490299;0,793470612;0,930671188;0,787063493;0,854485123;0,812307105;0,868954464;0,997146171;0,870846926;0,78376777;0,952593415;0,737534196;0,891298717;0,827013691;0,951698272;0,932509665;0,981864386;0,833720677;0,773288091;0,967428534;0,900854687;1,0864404;0,789335675;0,789301861;0,840072381;0,645687366;0,8331346;0,882377931;0,821315431;0,776091612;1,095009859;0,832108259;0,794767044;0,884866352;0,8440218;0,858567363;0,872721173;1,020779567;0,91196288;0,936835826;0,820862166;0,970566445;0,829780938;0,950766962;0,95145506;0,89535063;0,952432015;0,866516966;0,724565458
0,964209712;0,81460605;0,847280459;0,826253522;0,920359991;0,743771513;0,915332081;0,804897584;0,783675779;0,710446487;0,781863914;0,836690545;0,954678012;0,865044102;0,930843603;1,015985377;0,926115221;0,7884338;0,901991308;0,794770097;0,77032453;0,87315659;0,762429211;0,766881266;0,794795366;0,676796697;1,04510936;0,798751853;0,726639358;0,867601527;0,780769046;0,829927292;0,759263469;0,955735188;0,804282415;0,817187831;0,729707183;0,811747928;0,874209451;0,849204977;0,676280362;0,91086847;0,794572137;0,919974588;0,907621124;0,786517681;0,794966423;0,794726676;0,768372478;0,901635168;0,704373044;1,009003183;0,7837236;0,929040164;0,857730004;0,832517065;0,784652826;0,950030897;0,907577549;0,90025291;0,902406555;0,757872571;0,731505451;0,722616521;0,929930849;1,020098779;0,79920299;0,98039486;0,861312796;0,888541643;0,96409077;0,968722257;0,86619656;1,033868559;0,793855552;0,742953835;0,682738414;0,836584053;0,743230093;0,825473039;0,791721628;0,73504572;0,818416028;0,664600298;0,632428748;0,81508262;0,853351897;0,711278495;0,727733794;0,884865842;0,862223598;0,917071217;1,039894482;0,913217988;0,854487948;0,751367962;0,769529785;0,703542201;0,786425815;0,798236201
0,820481479;0,817593991;0,861757553;0,769379945;0,608563909;0,872562375;0,837153031;0,883937239;0,876346449;0,799311035;0,767587274;0,7813602;0,80627932;0,890468635;0,690224583;0,789764508;0,763649893;0,883838858;0,724904925;0,911163307;0,695254078;0,796890245;0,782325939;0,800856862;0,824914699;0,781371604;0,832674443;0,72493214;0,968719608;0,904696875;0,722100545;0,772144136;0,767457942;0,728123735;0,746188663;0,665303967;0,652882591;0,86962507;0,767690148;0,676856849;0,771071347;0,790336338;0,739608662;0,713322812;0,742482412;0,749556189;0,885737342;0,784254423;0,962721229;0,878239389;0,81009012;0,859001235;0,879747381;0,765134696;0,974815735;0,800534881;0,888307808;0,655184121;0,71376515;0,776002107;0,684678901;0,705891873;0,824906986;0,692959707;0,708579361;0,662678594;0,608452266;0,911912139;0,966758616;0,738124617;0,604640867;0,861383999;0,884917296;0,949016473;0,602443977;0,759880047;0,826423049;0,621814815;0,661926362;0,919093034;0,825337508;0,759795577;0,999464619;0,509868783;0,734958429;0,8868848;0,897653003;0,837041959;0,885052808;0,68318988;0,947497604;0,73317553;0,85458649;0,824186775;0,831965978;0,776267794;0,797968683;0,813185721;0,77105863;0,883878842
0,915031337;0,714743931;0,631176011;0,763743113;0,781576546;0,880428695;0,6309904;0,838863461;0,686591661;0,846795875;0,859767974;0,817359021;0,889526043;0,662755233;0,861428866;1,000974378;0,676180938;0,802180531;0,746015761;0,753126715;0,904198195;0,655751552;0,911245727;0,854804452;0,852713629;0,813777768;0,749263752;0,78660919;0,904555802;0,838092288;0,896140651;0,648126699;0,945383907;0,979038083;0,849700123;0,839478521;0,969106507;0,76636722;0,917635156;0,923434927;0,870901643;0,865167488;1,118326872;0,833854197;0,997037359;0,826599062;0,857886958;0,695577407;0,825302732;0,699198805;0,711548474;0,782063892;0,931813875;0,774980399;0,681457954;0,763038598;0,899558515;0,899663148;0,764266813;0,724618639;0,774931445;0,886488096;0,795889861;0,813838607;0,728411568;0,860082555;0,850176555;0,783235036;0,783102329;0,757710041;0,776962461;0,913002326;0,759940929;0,981011898;0,71254175;0,907259516;0,807607054;0,719117657;0,909674273;0,869885246;0,742038447;0,829787561;0,76629678;0,966098723;0,765145862;0,827460647;0,662770645;0,855671308;0,766258248;0,840805825;0,824867449;0,669257834;0,86465771;0,762155109;0,780852453;0,7320923;0,883044652;0,757808579;1,01531487;0,780753642
